ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
ELG,0,,Elcentre Group Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-06-05,,,
ELD,ZAE000078655,ELAND,Eland Platinum Hldgs Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,DELISTED,,,,,,,2007-11-26,,,
ELE,ZAE000115887,ELEMENT1,Elementone Ltd,Consumer Services,Media,Media,Publishing,DELISTED,,,,,,,2010-01-08,,,
ELX,,,Elex Eletronics Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2006-04-20,,,
RDF,,REDEFINE,Redefine Properties Ltd,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ELR,,ELBGROUP,Elb Group Ltd,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,CURRENT,,,,,,,2015-06-01,,,
ELS,0,,Elsburg Gold Min Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1992-06-22,,,
RDI,,ROCKWELL,Rockwell Diamonds Inc,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,CURRENT,,,,,,,2015-06-01,,,
FBR,,FAMBRANDS,Famous Brands Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Restuarant & Bars,CURRENT,,,,,,,2015-06-01,,,
FRMP,,,Frame Group 5.5% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-15,,,
FBF,,,Fbc Fidility Bank Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-02-11,,,
LEW,,LEWIS,Lewis Group Ltd,Consumer Services,Retail,General Retailers,Home Improvement Retailers,CURRENT,,,,,,,2015-06-01,,,
OZZ,ZAE000005211,OZZ,Ozz Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-07,,,
INPPR,,,Investec Plc Pref,Unclassified,Financial Services,Unclassified,Investment Services,CURRENT,,,,,,,2015-06-01,,,
USV,ZAE000012431,UNISERV,United Serv Technologies,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-12-31,,,
IQG,ZAE000101622,IQUAD,IQuad Group Ltd,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2012-11-26,,,
CMTP,,,Cementation Co 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-10-22,,,
SGR,0,,Sage Property Hldgs Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-09-21,,,
WSWO,,,West Wits Gold Hldgs Opt,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-11-22,,,
SGL,,SIBANYE,Sibanye Gold Limited,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
WSWL,,,West Wits Gold Hldg Pord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-11-22,,,
SGA,,SYNERGY A,Synergy Inc Fund Ltd A L,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
SGB,,SYNERGY A,Synergy Inc Fund Ltd B L,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
SGG,ZAE000006623,SAGEGRP,Sage Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-09-12,,,
CNS,0,CONSHU,Conshu Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-05-19,,,
TKG,,TELKOM,Telkom Sa Soc Ltd,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,CURRENT,,,,,,,2015-06-01,,,
ICC,ZAE000053203,ICC,Indus Credit Co Africa H,Financials,Financial Services,General Financial,Consumer Finance,DELISTED,,,,,,,2011-03-18,,,
CNX,LU0243998001,CONAFEX,Conafex Hldgs Socie Anon,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,DELISTED,,,,,,,2009-04-08,,,
CNY,ZAE000022661,CENTURY,Century Carbon Mining Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-30,,,
CNF,ZAE000001624,CONFED,Congella Federation Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-10-27,,,
FPT,,FPT,Fountainhead Prop Trust,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
CND,,CONDUIT,Conduit Capital Ltd,Financials,Financial Services,Nonlife Insurance,Speciality Finance,CURRENT,,,,,,,2015-06-01,,,
CNC,ZAE000001616,CONCOR,Concor Ltd Rcon,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,DELISTED,,,,,,,2006-07-03,,,
ICS,0,ICS,I C S Holdings Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-09-23,,,
CNL,ZAE000001665,CONTROL,Control Instruments Grp,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,DELISTED,,,,,,,2014-05-19,,,
ICT,ZAE000019329,INCENT,Incentive Holdings Ltd,Financials,Financial Services,General Financial,Investment Services,DELISTED,,,,,,,2007-04-13,,,
PFG,,PNR FOODS,Pioneer Foods Group Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,CURRENT,,,,,,,2015-06-01,,,
ZCI,,ZCI,Zci Limited,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,CURRENT,,,,,,,2015-06-01,,,
PFN,ZAE000005377,PROPFIN,Consol Prop And Fin Ltd,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2009-02-13,,,
CATP,,,Caxton Ctp Publish 6%Pf,Consumer Services,Media,Media,Publishing,CURRENT,,,,,,,2015-06-01,,,
DXL,0,,Dextral Industries Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-02-04,,,
PSG.DEL,,,Prestige Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-09-19,,,
SIS,ZAE000010104,SISA,Sun International (Sa) Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-08-17,,,
SIR,ZAE000039962,SAILGROUP,Sail Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-01-03,,,
DSBP,,,Discovery Ltd B Pref,Unclassified,Insurance,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
SIM,ZAE000006722,SIMMERS,Simmer & Jack Mines,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2013-04-15,,,
TAW,,TAWANA,Tawana Resources Nl,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,CURRENT,,,,,,,2015-06-01,,,
TAS,,TASTE,Taste Hldgs Ltd,Consumer Services,Retail,Travel & Leisure,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
TAL,ZAE000087482,TIAUTO,Tiger Automotive Ltd,Consumer Services,Retail,General Retailers,Speciality Retailers,DELISTED,,,,,,,2008-03-03,,,
TAM,0,TAMBOTI,Tamboti Property Fund,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-31,,,
GIY,,GIYANI,Giyani Gold Corporation,Basic Materials,,Mining,,CURRENT,,SUSPENDED,,,,,2015-06-01,,,
GIJ,,GIJIMA,Gijima Group Limited,Unclassified,Technology,Unclassified,Computer Services,,,,,,,,2015-06-01,,,
NPN,,NASPERS-N,Naspers Ltd -N-,Consumer Services,Media,Media,Broadcasting & Entertainment,CURRENT,,,,,,,2015-06-01,,,
NPK,,NAMPAK,Nampak Ltd,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
GTRP,,,Gentyre Ind 5.5% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-08-01,,,
AHH,ZAE000022059,AHEALTH,Afrox Healthcare,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-03-22,,,
AHN,,,Advanced Tech Syst -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
AHL,,AH-VEST,Ah-Vest Limited,Consumer Goods,Unclassified,Food Producers,Unclassified,CURRENT,,,,,,,2015-06-01,,,
AHV,ZAE000013538,AF-HARV,African Harvest Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-07-07,,,
NPT,0,NEWPORT,Newport Proprty Fund,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-09-03,,,
GUB,ZAE000003208,GUBINGS,Gubb And Inggs Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-06-13,,,
TSH,,TSOGO SUN,Tsogo Sun Holdings Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling,CURRENT,,,,,,,2015-06-01,,,
TSX,,TRNSHEX,Trans Hex Group Ltd,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,CURRENT,,,,,,,2015-06-01,,,
AFH,,AFORBES,Alexander Forbes Grp Hld,Financials,Financial Services,General Financial,,CURRENT,,,,,,,2015-06-01,,,
1TM,,1TIME,1Time Holdings Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines,Suspended,,SUSPENDED,,,,,2015-06-01,,,
DLF,ZAE000002127,DELFOOD,Del Monte Royal Foods Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-04-12,,,
HUG,,HUGE,Huge Group Ltd,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,CURRENT,,,,,,,2015-06-01,,,
KBO,,KIBO,Kibo Mining Plc,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
HUN,,,Hunts Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-11-30,,,
PGRP,,,Progress Ind Ltd 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-09-27,,,
DLH,ZAE000002135,DELHOLD,Del Monte Royal Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-02-09,,,
BLY,0,BLYVOOR,Blyvoortuitzicht G M Co,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1997-09-12,,,
SSN.DEL,,,Southern Sun Hotel Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-09-19,,,
BLU,,BLUETEL,Blue Label Telecoms Ltd,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications,CURRENT,,,,,,,2015-06-01,,,
BLT,ZAE000000899,BOLTONS,Bolton Industrial Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-05-02,,,
BLR,0,,Bolton Properties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-03-01,,,
BLL,0,BILLBOARD,Billboard Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-08-05,,,
AFB,ZAE000018230,ALEXFBS,Alexander Forbes Ltd,Financials,Insurance,Nonlife Insurance,Insurance Brokers,DELISTED,,,,,,,2007-07-26,,,
BLK,0,,Bloktech Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-03-28,,,
NFP,,,New Frontier Prop Ltd,Financials,,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
HCH,ZAE000011409,HMCHOICE,Homechioce Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-02-24,,,
HCI,,HCI,Hosken Cons Inv Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
BLA,0,BOLAND,Boland Bank Hldgs Ld Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-05-23,,,
HCL,ZAE000023594,HERCOL,Heritage Collection Hldg,Consumer Services,Media,Media,Publishing,DELISTED,,,,,,,2006-05-19,,,
CST.DEL,,,Crest Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-04-23,,,
PRGP,,,Primrose Gold Mines Cprf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-11-16,,,
ILRP2,,,Il Redeemablepref2 Mar19,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
RES,,RESILIENT,Resilient Prop Inc Fund,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ILRP1,,,Il Redeemablepref1 Mar17,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
RET,,,Retco Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-08-20,,,
REI,,REINET,Reinet Investments S.C.A,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
REM,,REMGRO,Remgro Ltd,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,CURRENT,,,,,,,2015-06-01,,,
REB,,REBOSIS,Rebosis Property Fund Lt,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
REF,ZAE000014049,REFCORP,Ref Fin And Invest Corp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-07-11,,,
FCR,,FERRUM,Ferrum Crescent Limited,Basic Materials,Basic Resources,Industrial Metals,Steel,CURRENT,,,,,,,2015-06-01,,,
FCS,ZAE000013439,FEDICS,Focus Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-03-24,,,
LFS,ZAE000017273,LIFESTYLE,First Lifestyle Hldg Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-11-03,,,
NHMN,,,NHMN:XJSE:EQU,Unclassified,,Unclassified,,,,,,,,,2015-06-01,,,
AIP,,ADCOCK,Adcock Ingram Hldgs Ltd,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,CURRENT,,,,,,,2015-06-01,,,
FMN,,,Fleishmans Stores Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-07-06,,,
BOEP,,,Boe Ltd Conv Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-03-17,,,
VEN,,,Venterspost G M Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-09-21,,,
SFRP,,,Sfmarine Ren 7.5% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-07-21,,,
FMC,CA3451171050,FORBES,Forbes & Manhatt Coal Corp,Basic Materials,Basic Resources,Mining,Coal,DELISTED,,,,,,,,,,
LBHP,,,Liberty Hldgs 11C Pref,Unclassified,Insurance,Unclassified,Life Insurance,CURRENT,,,,,,,2015-06-01,,,
CAS,ZAE000012894,CADSWEP,Cadbury Schweppes Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-15,,,
CAR,0,CARRIGS,Carrig Diamonds Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-12-12,,,
CAP,ZAE000145066,CAPEMR,Cape Empowerment Limited,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2013-05-13,,,
CAT,,CAXTON,Caxton Ctp Publish Print,Consumer Services,Media,Media,Publishing,CURRENT,,,,,,,2015-06-01,,,
CAN,CA13642P1018,COPI,Canadian Oseas Pack Ors,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-12-20,,,
CAL,ZAE000027454,CHARLAND,Chariot Land Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
CAC,,CAFCA,Cafca Limited,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,CURRENT,,,,,,,2015-06-01,,,
VAN,0,,Vansa Vanadium S A Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-08-05,,,
CAE,ZAE000016952,CAPEMP,Cape Empowerment Trust,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2010-05-31,,,
WRC,ZAE000008082,W-R-CONS,West Rand Con Mines,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-08,,,
PGD,ZAE000026654,PSGOLD,President Steyn Gold Min,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-13,,,
PGA,,,Potch Gold Areas Ltd Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1991-01-31,,,
PGN,,,Pepgro Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-11-03,,,
AIA,,ASCEN A,Ascension Prop Ltd A,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
PGL,,PALLINGHT,Pallinghurst Res Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
PGM,0,PGM,P.G.M. Investments Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-04,,,
FSPP,,,Firstrand Ltd B1 Pref,Financials,Banks,Banks,Banks,DELISTED,,,,,,,2010-01-08,,,
PGH,ZAE000018818,PSGBANKH,Psg Invest Bank Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-03-31,,,
PGR,,PERGRIN,Peregrine Holdings Limit,Financials,Financial Services,General Financial,Asset Managers,CURRENT,,,,,,,2015-06-01,,,
AIB,,ASCEN A,Ascension Prop Ltd B,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ZRR,ZAE000033080,ZARARA,Zarara Energy Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-08-20,,,
WCC,,WATERBERG,The Waterberg Coal Co Lt,Basic Materials,,Mining,,Suspended,,,,,,,2015-06-01,,,
WCO,,,Witbank Con Coal Mines,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-07-05,,,
UDV,0,,Unidev Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-11-19,,,
BTI,,BATS,British American Tob Plc,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco,CURRENT,,,,,,,2015-06-01,,,
RSG,,RESGEN,Resource Generation Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
MIM,0,,Midmacor Industries Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-04-11,,,
MIL,ZAE000009056,MILPROP,Millenium Prop Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-02-28,,,
MIC,0,,Micor Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-02-15,,,
GAR,ZAE000018404,GARDIAN,Guardian National Ins Co,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-05-26,,,
MIX,,MIXTEL,Mix Telematics Ltd,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,CURRENT,,,,,,,2015-06-01,,,
GHC,,,Gough Cooper Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-05-25,,,
GHL,0,,Grant Andrews Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-02-17,,,
MIP,ZAE000102265,MERCHANT,Merchant & Ind Prop Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2011-11-21,,,
DKL,0,,Dukel Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-10-28,,,
GHO,ZAE000003034,G5HOLD,Group Five Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,DELISTED,,,,,,,2000-12-01,,,
AOD,ZAE000039244,ARMGOLD,African Rainbow Miner Gm,Basic Materials,Basic Resources,Mining,Genral Mining,DELISTED,,,,,,,2003-09-22,,,
AOA,0,,Afr & Oseas Enterp -A-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-10-16,,,
AOO,,AF & OVR,African & Over Ent Ltd,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
AON,,AF & OVR,African & Over Ent Ltd -,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
MSH.DEL,,,Msi Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-31,,,
URQ,0,,Urquhart Motor Grp Hldg,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-11-02,,,
IPF,,INVPROP,Investec Property Fund L,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
IPG,ZAE000024006,IMPERILOG,Imperilog Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-07-05,,,
ACTP,ZAE000082269,AFROC-P,AfroCentric Inv Corp Ltd Pref,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,DELISTED,,,,,,,2014-01-06,,,
SFT,ZAE000012316,SOFTLINE,Safety Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-11-24,,,
IPL,,IMPERIAL,Imperial Holdings Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,CURRENT,,,,,,,2015-06-01,,,
WNHP,,,Winhold Ltd 9% Cumpref,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,DELISTED,,,,,,,2005-02-11,,,
IPR,ZAE000018867,I-PROP,Iprop Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-07-21,,,
IPS,,IPSA,Ipsa Group Plc,Utilities,Utilities,Electricity,Electricity,CURRENT,,,,,,,2015-06-01,,,
SFM,,,Salters Fisher Med Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-05-25,,,
SFH,ZAE000108890,SA FRENCH,Sa French Ltd,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,DELISTED,,,,,,,2012-11-30,,,
KST,,PSG KST,Psg Konsult Limited,Financials,Financial Services,General Financial,,CURRENT,,,,,,,2015-06-01,,,
NGL,0,,Nigel Gold Mining Hldgs,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1993-06-21,,,
HDC,,HUDACO,Hudaco Industries Ltd,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,CURRENT,,,,,,,2015-06-01,,,
TLTP,,,Teltron Ltd 6% Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-09-20,,,
SHP,,SHOPRIT,Shoprite Holdings Ltd,Consumer Services,Retail,Food & Drug Retailers,Unclassified,CURRENT,,,,,,,2015-06-01,,,
SHV,ZAE000006714,SEAHARV,Sea Harvest Corp Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-01,,,
SHB,ZAE000165403,SHERCAP,Sherbourne Capital Ltd,Technology,Technology,Software & Computer Services,Software,DELISTED,,SUSPENDED,,,,,2014-07-23,,,
SHF,,STEINHOFF,Steinhoff Int Hldgs Ltd,Consumer Goods,Personal & Household Goods,Household Goods,Furnishings,CURRENT,,,,,,,2015-06-01,,,
MGC,0,MEGACOR,Megacor Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-29,,,
TBX,ZAE000013686,THABEX,Thabex Limited,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,DELISTED,,,,,,,2013-07-08,,,
MGF,ZAE000018438,MAGNUM,Magnum Global Funds Sa,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-09-21,,,
TBS,,TIGBRANDS,Tiger Brands Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,CURRENT,,,,,,,2015-06-01,,,
LAR,ZAE000028676,LA GROUP,La Group Ltd Ord,Consumer Services,Retail,General Retailers,Apparel Retailers,DELISTED,,,,,,,2006-05-31,,,
TBE,ZAE000017265,THEBEFIN,Thebe Financial Services,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-06-30,,,
AMIP,,,Anglo Am Ind 5.625 Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-02-05,,,
CLRP,ZAE000152385,,Clover Industries Ltd pref,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,2013-06-03,,,
MCCP,,,Mccarthy Ltd Comconpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-08,,,
ECH,ZAE000016705,EC-HOLD,Ec Hold Ltd,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,2005-11-29,,,
DWAP,,,Dji Clothing 5.5 Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-08-16,,,
WPH,,,Wholesale Pharm Hdgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-03-31,,,
DTA,,DELTA,Delta Emd Ltd,Basic Materials,Automobiles & Parts,Chemicals,Auto Parts,CURRENT,,,,,,,2015-06-01,,,
BDEO,ZAE000050431,,Bidvest Call Options,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2006-12-11,,,
VTL,ZAE000007811,VENTEL,Venter Leisure And Comm,Industrials,Industrials Goods & Services,Industrial Engineering,Commercial Vehicles & Trucks,DELISTED,,,,,,,2009-02-23,,,
VTR,ZAE000018412,VESTCOR,Vestacor Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-04-02,,,
QFH,,,Quantum Foods Hldgs Ltd,Consumer Goods,,Food Producers,,CURRENT,,,,,,,2015-06-01,,,
PCT,,PRESCIENT,Prescient Limited,Financials,Financial Services,General Financial,Asset Managers,CURRENT,,,,,,,2015-06-01,,,
TLM,,TELEMASTR,Telemaster Holdings Ltd,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,CURRENT,,,,,,,2015-06-01,,,
LNF,,LONFIN,London Fin Inv Group Plc,Financials,Financial Services,General Financial,Asset Managers,CURRENT,,,,,,,2015-06-01,,,
HVN,ZAE000011045,HEAVEN,Sweets From Heaven Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-26,,,
ZSA,,ZURICH SA,Zurich Insurance Co Sa,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,CURRENT,,,,,,,2015-06-01,,,
WBA,0,,Wilson Bayly Hlm Ovc -A-,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,DELISTED,,,,,,,1997-11-20,,,
